parent,child,weight,files
ID00653,ID00647,1.450137694311617,{'NC_0025AG05_PatserOutID00653.txt': 1.450137694311617}
ID00652,ID00647,1.2051805801372615,{'NC_0025AG05_PatserOutID00652.txt': 1.2051805801372615}
ID00651,ID00647,0.7018165602928553,{'NC_0025AG05_PatserOutID00651.txt': 0.7018165602928553}
ID00650,ID00647,0.825861782779854,{'NC_0025AG05_PatserOutID00650.txt': 0.825861782779854}
ID00657,ID00647,1.2923565307249196,{'NC_0025AG05_PatserOutID00657.txt': 1.2923565307249196}
ID00656,ID00647,0.8665579290550414,{'NC_0025AG05_PatserOutID00656.txt': 0.8665579290550414}
ID00655,ID00647,0.7783168936896395,{'NC_0025AG05_PatserOutID00655.txt': 0.7783168936896395}
ID00654,ID00647,1.1412383393524799,{'NC_0025AG05_PatserOutID00654.txt': 1.1412383393524799}
ID00659,ID00647,1.170565324860588,{'NC_0025AG05_PatserOutID00659.txt': 1.170565324860588}
ID00658,ID00647,0.8779766286489924,{'NC_0025AG05_PatserOutID00658.txt': 0.8779766286489924}
ID00095,ID00088,0.8733571330431966,{'NC_0025AG05_PatserOutID00095.txt': 0.8733571330431966}
ID00094,ID00088,0.6386669407380224,{'NC_0025AG05_PatserOutID00094.txt': 0.6386669407380224}
ID00097,ID00088,0.7444075666958893,{'NC_0025AG05_PatserOutID00097.txt': 0.7444075666958893}
ID00096,ID00088,1.3327430593321583,{'NC_0025AG05_PatserOutID00096.txt': 1.3327430593321583}
ID00091,ID00088,1.5301676691230175,{'NC_0025AG05_PatserOutID00091.txt': 1.5301676691230175}
ID00090,ID00088,0.7141269587704988,{'NC_0025AG05_PatserOutID00090.txt': 0.7141269587704988}
ID00093,ID00088,1.6292577075733445,{'NC_0025AG05_PatserOutID00093.txt': 1.6292577075733445}
ID00092,ID00088,1.4766533513947506,{'NC_0025AG05_PatserOutID00092.txt': 1.4766533513947506}
ID00154,ID00146,1.1342533647635553,{'NC_0025AG05_PatserOutID00154.txt': 1.1342533647635553}
ID00155,ID00146,1.5447196995166101,{'NC_0025AG05_PatserOutID00155.txt': 1.5447196995166101}
ID00156,ID00146,1.4016515675108385,{'NC_0025AG05_PatserOutID00156.txt': 1.4016515675108385}
ID00157,ID00146,1.082150903601135,{'NC_0025AG05_PatserOutID00157.txt': 1.082150903601135}
ID00099,ID00088,0.9200227079564365,{'NC_0025AG05_PatserOutID00099.txt': 0.9200227079564365}
ID00098,ID00088,0.9064366846868441,{'NC_0025AG05_PatserOutID00098.txt': 0.9064366846868441}
ID00152,ID00146,0.8143811596523133,{'NC_0025AG05_PatserOutID00152.txt': 0.8143811596523133}
ID00153,ID00146,0.9621430955041883,{'NC_0025AG05_PatserOutID00153.txt': 0.9621430955041883}
ID00292,ID00293,7.6123590618424135,{'NC_0025AG05_paralogues.txt': 7.6123590618424135}
ID00291,ID00293,19.136601126443747,{'NC_0025AG05_synteny.txt': 19.136601126443747}
ID00290,ID00293,2.011623142783368,{'NC_0025AG05_QRNA.txt.all.CUTOFF0.ID[100:0].GC[100:0].gff': 2.011623142783368}
ID00297,ID00294,1.7012004688979228,{'NC_0025AG05_PatserOutID00297.txt': 1.7012004688979228}
ID00296,ID00294,1.0474365706707178,{'NC_0025AG05_PatserOutID00296.txt': 1.0474365706707178}
ID00295,ID00294,1.1785410759869486,{'NC_0025AG05_PatserOutID00295.txt': 1.1785410759869486}
ID00294,ID00322,20.012744818498483,{'NC_0025AG05_PatserOut.txt': 20.012744818498483}
ID00299,ID00294,1.2430282438673201,{'NC_0025AG05_PatserOutID00299.txt': 1.2430282438673201}
